probe_id	gene_symbol	gene_name	go_ids
A0A7M7MWF2	A0A7M7MWF2	A0A7M7MWF2	GO:0005774|GO:0015179
A0A7M7MWF4	A0A7M7MWF4	A0A7M7MWF4	GO:0003677|GO:0005634|GO:0008270
A0A7M7MWF6	A0A7M7MWF6	A0A7M7MWF6	GO:0005730|GO:0006357
A0A7M7MWF8	A0A7M7MWF8	A0A7M7MWF8	GO:0003723
A0A7M7MWG2	A0A7M7MWG2	A0A7M7MWG2	GO:0061909
A0A7M7MWH2	A0A7M7MWH2	A0A7M7MWH2	GO:0005096|GO:0005737
A0A7M7MWH8	A0A7M7MWH8	A0A7M7MWH8	GO:0070161
A0A7M7MWI0	A0A7M7MWI0	A0A7M7MWI0	GO:0005524|GO:0005886|GO:0016887|GO:0140359
A0A7M7MWI1	A0A7M7MWI1	A0A7M7MWI1	GO:0008083
A0A7M7MWI2	A0A7M7MWI2	A0A7M7MWI2	GO:0005737|GO:0008270
A0A7M7MWI3	A0A7M7MWI3	A0A7M7MWI3	GO:0031514
A0A7M7MWI4	A0A7M7MWI4	A0A7M7MWI4	GO:0008083
A0A7M7MWI6	A0A7M7MWI6	A0A7M7MWI6	GO:0070161
A0A7M7MWI7	A0A7M7MWI7	A0A7M7MWI7	GO:0005634
A0A7M7MWJ3	A0A7M7MWJ3	A0A7M7MWJ3	GO:0030054
A0A7M7MWJ4	A0A7M7MWJ4	A0A7M7MWJ4	GO:0003351|GO:0005576|GO:1904158|GO:1990716
A0A7M7MWJ7	A0A7M7MWJ7	A0A7M7MWJ7	GO:0070161
A0A7M7MWK2	A0A7M7MWK2	A0A7M7MWK2	GO:0008083
A0A7M7MWK4	A0A7M7MWK4	A0A7M7MWK4	GO:0005886|GO:0015280
A0A7M7MWK7	A0A7M7MWK7	A0A7M7MWK7	GO:0006820|GO:0015293|GO:0016020
A0A7M7MWK9	A0A7M7MWK9	A0A7M7MWK9	GO:0001669|GO:0030317|GO:0031514|GO:0060271
A0A7M7MWL0	A0A7M7MWL0	A0A7M7MWL0	GO:0003951|GO:0005739|GO:0019674
A0A7M7MWL2	A0A7M7MWL2	A0A7M7MWL2	GO:0005739|GO:0016020|GO:0061668
A0A7M7MWL3	A0A7M7MWL3	A0A7M7MWL3	GO:0005813|GO:0005881
A0A7M7MWL5	A0A7M7MWL5	A0A7M7MWL5	GO:0016020|GO:0055085
A0A7M7MWM3	A0A7M7MWM3	A0A7M7MWM3	GO:0019825|GO:0020037
A0A7M7MWM4	A0A7M7MWM4	A0A7M7MWM4	GO:0004198|GO:0005509|GO:0005737|GO:0006508
A0A7M7MWM8	A0A7M7MWM8	A0A7M7MWM8	GO:0001669|GO:0030317|GO:0031514|GO:0060271
A0A7M7MWM9	A0A7M7MWM9	A0A7M7MWM9	GO:0004198|GO:0005509|GO:0005737|GO:0006508
A0A7M7MWN2	A0A7M7MWN2	A0A7M7MWN2	GO:0007099|GO:0072686
A0A7M7MWN3	A0A7M7MWN3	A0A7M7MWN3	GO:0005509|GO:0005743|GO:0055085
A0A7M7MWN9	A0A7M7MWN9	A0A7M7MWN9	GO:0004651|GO:0004721
A0A7M7MWP3	A0A7M7MWP3	A0A7M7MWP3	GO:0005096
A0A7M7MWP4	A0A7M7MWP4	A0A7M7MWP4	GO:0004984|GO:0005549|GO:0005886|GO:0007165
A0A7M7MWP6	A0A7M7MWP6	A0A7M7MWP6	GO:0005815|GO:0060271
A0A7M7MWP8	A0A7M7MWP8	A0A7M7MWP8	GO:0004198|GO:0005509|GO:0005737|GO:0006508
A0A7M7MWQ6	A0A7M7MWQ6	A0A7M7MWQ6	GO:0005794
A0A7M7MWR4	A0A7M7MWR4	A0A7M7MWR4	GO:0004198|GO:0005509|GO:0005737|GO:0006508
A0A7M7MWR8	A0A7M7MWR8	A0A7M7MWR8	GO:0000978|GO:0000981|GO:0008270
A0A7M7MWS0	A0A7M7MWS0	A0A7M7MWS0	GO:0005789|GO:0010508|GO:1904153|GO:1904240|GO:1904293
A0A7M7MWS6	A0A7M7MWS6	A0A7M7MWS6	GO:0004861|GO:0005634|GO:0051726
A0A7M7MWT7	A0A7M7MWT7	A0A7M7MWT7	GO:0004198|GO:0005509|GO:0005737|GO:0006508
A0A7M7MWU0	A0A7M7MWU0	A0A7M7MWU0	GO:0016020
A0A7M7MWU1	A0A7M7MWU1	A0A7M7MWU1	GO:0005085|GO:0005737|GO:0030036|GO:0051496
A0A7M7MWU9	A0A7M7MWU9	A0A7M7MWU9	GO:0005886
A0A7M7MWV2	A0A7M7MWV2	A0A7M7MWV2	GO:0031048|GO:0071013|GO:1902369
A0A7M7MWW0	A0A7M7MWW0	A0A7M7MWW0	GO:0005524|GO:0005886|GO:0016887|GO:0140359
A0A7M7MWW2	A0A7M7MWW2	A0A7M7MWW2	GO:0005794|GO:0006888|GO:0007030|GO:0031267
A0A7M7MWW9	A0A7M7MWW9	A0A7M7MWW9	GO:0005886|GO:0043005
A0A7M7MWX4	A0A7M7MWX4	A0A7M7MWX4	GO:0000724|GO:0003684|GO:0007095|GO:0030870
A0A7M7MWX6	A0A7M7MWX6	A0A7M7MWX6	GO:0031048|GO:0071013|GO:1902369
A0A7M7MWY3	A0A7M7MWY3	A0A7M7MWY3	GO:0000395|GO:0003723
A0A7M7MX00	A0A7M7MX00	A0A7M7MX00	GO:0004198|GO:0005509|GO:0005737|GO:0006508
A0A7M7MX04	A0A7M7MX04	A0A7M7MX04	GO:0005886|GO:0050909
A0A7M7MX16	A0A7M7MX16	A0A7M7MX16	GO:0005794
A0A7M7MX22	A0A7M7MX22	A0A7M7MX22	GO:0031083
A0A7M7MX25	A0A7M7MX25	A0A7M7MX25	GO:0061909
A0A7M7MX33	A0A7M7MX33	A0A7M7MX33	GO:0005768
A0A7M7MX47	A0A7M7MX47	A0A7M7MX47	GO:0071944
A0A7M7MX68	A0A7M7MX68	A0A7M7MX68	GO:0015297|GO:0016020|GO:1902600
A0A7M7MX69	A0A7M7MX69	A0A7M7MX69	GO:0005615|GO:0031012
A0A7M7MX90	A0A7M7MX90	A0A7M7MX90	GO:0005886|GO:0043005
A0A7M7MXC3	A0A7M7MXC3	A0A7M7MXC3	GO:0001669|GO:0030317|GO:0031514|GO:0060271
A0A7M7MXC5	A0A7M7MXC5	A0A7M7MXC5	GO:0016020|GO:0070161
A0A7M7MXC7	A0A7M7MXC7	A0A7M7MXC7	GO:0005634|GO:0006325|GO:0008270|GO:0051213
A0A7M7MXD5	A0A7M7MXD5	A0A7M7MXD5	GO:0008083
A0A7M7MXJ6	A0A7M7MXJ6	A0A7M7MXJ6	GO:0005509|GO:0005743|GO:0055085
A0A7M7MXK8	A0A7M7MXK8	A0A7M7MXK8	GO:0005524|GO:0005739|GO:0016887|GO:0034605
A0A7M7MXL6	A0A7M7MXL6	A0A7M7MXL6	GO:0004198|GO:0005509|GO:0005737|GO:0006508
A0A7M7MXT6	A0A7M7MXT6	A0A7M7MXT6	GO:0005886|GO:0043005
A0A7M7MXV7	A0A7M7MXV7	A0A7M7MXV7	GO:0005884|GO:0016301|GO:0030041
A0A7M7MY05	A0A7M7MY05	A0A7M7MY05	GO:0005737
A0A7M7MY41	A0A7M7MY41	A0A7M7MY41	GO:0015297|GO:0016020|GO:1902600
A0A7M7MY60	A0A7M7MY60	A0A7M7MY60	GO:0016020|GO:1902936
A0A7M7MY95	A0A7M7MY95	A0A7M7MY95	GO:0005813|GO:1902017
A0A7M7MYC2	A0A7M7MYC2	A0A7M7MYC2	GO:0006629|GO:0008081
A0A7M7MYH5	A0A7M7MYH5	A0A7M7MYH5	GO:0004198|GO:0005737|GO:0006508
A0A7M7MYL5	A0A7M7MYL5	A0A7M7MYL5	GO:0002039|GO:0005669|GO:0008270|GO:0045944|GO:0046982
A0A7M7MYX9	A0A7M7MYX9	A0A7M7MYX9	GO:0003723|GO:0003735|GO:0005763|GO:0006412
A0A7M7R2C6	A0A7M7R2C6	A0A7M7R2C6	GO:0001729|GO:0006672|GO:0016020
A0A7M7R2K2	A0A7M7R2K2	A0A7M7R2K2	GO:0005096|GO:0005737|GO:0051056
A0A7M7R2L6	A0A7M7R2L6	A0A7M7R2L6	GO:0007015|GO:0015629|GO:0051015
A0A7M7R2N0	A0A7M7R2N0	A0A7M7R2N0	GO:0016614|GO:0050660
A0A7M7R2N4	A0A7M7R2N4	A0A7M7R2N4	GO:0016020
A0A7M7R2P7	A0A7M7R2P7	A0A7M7R2P7	GO:0003676|GO:0006139|GO:0008408
A0A7M7R2Q4	A0A7M7R2Q4	A0A7M7R2Q4	GO:0003735|GO:0005739
A0A7M7R2Q6	A0A7M7R2Q6	A0A7M7R2Q6	GO:0003676|GO:0005730|GO:0010521
A0A7M7R2R3	A0A7M7R2R3	A0A7M7R2R3	GO:0003676|GO:0005689|GO:0008270
A0A7M7R2R5	A0A7M7R2R5	A0A7M7R2R5	GO:0016020
A0A7M7R2R9	A0A7M7R2R9	A0A7M7R2R9	GO:0005085|GO:0005737|GO:0016020|GO:0032012
A0A7M7R2S6	A0A7M7R2S6	A0A7M7R2S6	GO:0012505|GO:0016787
A0A7M7R2T7	A0A7M7R2T7	A0A7M7R2T7	GO:0003746|GO:0032021|GO:0034244
A0A7M7R2U4	A0A7M7R2U4	A0A7M7R2U4	GO:0005737|GO:0006606|GO:0031267
A0A7M7R2Y1	A0A7M7R2Y1	A0A7M7R2Y1	GO:0005737
A0A7M7R2Y6	A0A7M7R2Y6	A0A7M7R2Y6	GO:0005886|GO:0043005
A0A7M7R2Y9	A0A7M7R2Y9	A0A7M7R2Y9	GO:0000978|GO:0000981|GO:0005634
A0A7M7R303	A0A7M7R303	A0A7M7R303	GO:0001726|GO:0004439|GO:0005737|GO:0005886|GO:0046856
A0A7M7R306	A0A7M7R306	A0A7M7R306	GO:0005319
A0A7M7R323	A0A7M7R323	A0A7M7R323	GO:0003723|GO:0005737
A0A7M7R332	A0A7M7R332	A0A7M7R332	GO:0003713|GO:0007221|GO:0016607
A0A7M7R343	A0A7M7R343	A0A7M7R343	GO:0019005|GO:0031146
A0A7M7R353	A0A7M7R353	A0A7M7R353	GO:0008270|GO:0008745|GO:0009253|GO:0045087
A0A7M7R364	A0A7M7R364	A0A7M7R364	GO:0007059|GO:0051604
A0A7M7R365	A0A7M7R365	A0A7M7R365	GO:0003723|GO:0005634
A0A7M7R370	A0A7M7R370	A0A7M7R370	GO:0016020
A0A7M7R373	A0A7M7R373	A0A7M7R373	GO:0005096|GO:0005737|GO:0008270
A0A7M7R375	A0A7M7R375	A0A7M7R375	GO:0005737|GO:0098887
A0A7M7R385	A0A7M7R385	A0A7M7R385	GO:0003924|GO:0005525
A0A7M7R387	A0A7M7R387	A0A7M7R387	GO:0005811|GO:0016616
A0A7M7R392	A0A7M7R392	A0A7M7R392	GO:0003712|GO:0005634|GO:0070063
A0A7M7R395	A0A7M7R395	A0A7M7R395	GO:0031083
A0A7M7R3A4	A0A7M7R3A4	A0A7M7R3A4	GO:0005737|GO:0006915
A0A7M7R3B3	A0A7M7R3B3	A0A7M7R3B3	GO:0005509
A0A7M7R3C3	A0A7M7R3C3	A0A7M7R3C3	GO:0046872
A0A7M7R3C7	A0A7M7R3C7	A0A7M7R3C7	GO:0004930|GO:0005886
A0A7M7R3E0	A0A7M7R3E0	A0A7M7R3E0	GO:0003723|GO:0004300|GO:0005739|GO:0006635
A0A7M7R3E4	A0A7M7R3E4	A0A7M7R3E4	GO:0005576|GO:0032367|GO:0032934
A0A7M7R3E7	A0A7M7R3E7	A0A7M7R3E7	GO:0005739|GO:0006083|GO:0008775
A0A7M7R3F6	A0A7M7R3F6	A0A7M7R3F6	GO:0005634|GO:0005783|GO:0036503|GO:0043130
A0A7M7R3G9	A0A7M7R3G9	A0A7M7R3G9	GO:0005829|GO:0009653
A0A7M7R3H9	A0A7M7R3H9	A0A7M7R3H9	GO:0000302|GO:0005737|GO:0006629|GO:0031409
A0A7M7R3I2	A0A7M7R3I2	A0A7M7R3I2	GO:0005783|GO:0120147
A0A7M7R3J0	A0A7M7R3J0	A0A7M7R3J0	GO:0005227|GO:0005886
A0A7M7R3K9	A0A7M7R3K9	A0A7M7R3K9	GO:0005737|GO:0030424
A0A7M7R3M4	A0A7M7R3M4	A0A7M7R3M4	GO:0030170|GO:0047536
A0A7M7R3N5	A0A7M7R3N5	A0A7M7R3N5	GO:0005829|GO:0016020
A0A7M7R3P8	A0A7M7R3P8	A0A7M7R3P8	GO:0005886
A0A7M7R3Q6	A0A7M7R3Q6	A0A7M7R3Q6	GO:0006986|GO:0016020|GO:0031625|GO:0036503
A0A7M7R3T1	A0A7M7R3T1	A0A7M7R3T1	GO:0005737
A0A7M7R3U1	A0A7M7R3U1	A0A7M7R3U1	GO:0000139|GO:0005096|GO:0008270|GO:0048205
A0A7M7R3U7	A0A7M7R3U7	A0A7M7R3U7	GO:0000064|GO:0005886|GO:0015189|GO:0061459|GO:0097638
A0A7M7R3X9	A0A7M7R3X9	A0A7M7R3X9	GO:0005509|GO:0005859
A0A7M7R3Z1	A0A7M7R3Z1	A0A7M7R3Z1	GO:0005769|GO:0008270
A0A7M7R420	A0A7M7R420	A0A7M7R420	GO:0005634|GO:0005737|GO:0008541
A0A7M7R447	A0A7M7R447	A0A7M7R447	GO:0005634|GO:0010265
A0A7M7R450	A0A7M7R450	A0A7M7R450	GO:0003713|GO:0005634|GO:0031490
A0A7M7R459	A0A7M7R459	A0A7M7R459	GO:0005829|GO:0008287|GO:0019888
A0A7M7R487	A0A7M7R487	A0A7M7R487	GO:0005739|GO:0042407
A0A7M7R497	A0A7M7R497	A0A7M7R497	GO:0003676|GO:0005739|GO:0006390|GO:0061668
A0A7M7R4A5	A0A7M7R4A5	A0A7M7R4A5	GO:0005634|GO:0005739|GO:0007005
A0A7M7R4A8	A0A7M7R4A8	A0A7M7R4A8	GO:0008277
A0A7M7R4B7	A0A7M7R4B7	A0A7M7R4B7	GO:0005654|GO:0005737|GO:0008537|GO:0061133|GO:0061136|GO:2000045
A0A7M7R4B8	A0A7M7R4B8	A0A7M7R4B8	GO:0003682|GO:0005634|GO:0010468
A0A7M7R4C5	A0A7M7R4C5	A0A7M7R4C5	GO:0006508|GO:0008237|GO:0046872
A0A7M7R4D0	A0A7M7R4D0	A0A7M7R4D0	GO:0016020
A0A7M7R4D3	A0A7M7R4D3	A0A7M7R4D3	GO:0005769|GO:0005770|GO:0006622|GO:0008333|GO:0035091|GO:0045022
A0A7M7R4E0	A0A7M7R4E0	A0A7M7R4E0	GO:0016020
A0A7M7R4F0	A0A7M7R4F0	A0A7M7R4F0	GO:0003676|GO:0005634|GO:0008270
A0A7M7R4F6	A0A7M7R4F6	A0A7M7R4F6	GO:0003779|GO:0030017|GO:0035025|GO:0045944
A0A7M7R4G2	A0A7M7R4G2	A0A7M7R4G2	GO:0016787|GO:0031123|GO:0046872
A0A7M7R4G6	A0A7M7R4G6	A0A7M7R4G6	GO:0005758
A0A7M7R4I6	A0A7M7R4I6	A0A7M7R4I6	GO:0005634
A0A7M7R4K4	A0A7M7R4K4	A0A7M7R4K4	GO:0003723|GO:0045292|GO:0071013
A0A7M7R4K8	A0A7M7R4K8	A0A7M7R4K8	GO:0005254|GO:0005737|GO:0016324
A0A7M7R4L4	A0A7M7R4L4	A0A7M7R4L4	GO:0007165
A0A7M7R4L7	A0A7M7R4L7	A0A7M7R4L7	GO:0003723|GO:0005634|GO:0006397|GO:0008380
A0A7M7R4N2	A0A7M7R4N2	A0A7M7R4N2	GO:0004222|GO:0005886|GO:0016485|GO:0046872
A0A7M7R4N3	A0A7M7R4N3	A0A7M7R4N3	GO:0000124|GO:0005634|GO:0140672
A0A7M7R4N9	A0A7M7R4N9	A0A7M7R4N9	GO:0003713|GO:0005634|GO:0045944|GO:0046872|GO:0140297
A0A7M7R4P2	A0A7M7R4P2	A0A7M7R4P2	GO:0005634|GO:0005737
A0A7M7R4P3	A0A7M7R4P3	A0A7M7R4P3	GO:0004930|GO:0016020
A0A7M7R4P5	A0A7M7R4P5	A0A7M7R4P5	GO:0000159|GO:0019888
A0A7M7R4P9	A0A7M7R4P9	A0A7M7R4P9	GO:0005737|GO:0015031
A0A7M7R4Q1	A0A7M7R4Q1	A0A7M7R4Q1	GO:0016491|GO:0046872
A0A7M7R4Q5	A0A7M7R4Q5	A0A7M7R4Q5	GO:0007165|GO:0045742|GO:0045743
A0A7M7R4R7	A0A7M7R4R7	A0A7M7R4R7	GO:0005886|GO:0006814|GO:0015293
A0A7M7R4R8	A0A7M7R4R8	A0A7M7R4R8	GO:0005096|GO:0031267
A0A7M7R4S6	A0A7M7R4S6	A0A7M7R4S6	GO:0004252|GO:0006508
A0A7M7R4T0	A0A7M7R4T0	A0A7M7R4T0	GO:0000122|GO:0005634|GO:0006346|GO:0008327
A0A7M7R4T7	A0A7M7R4T7	A0A7M7R4T7	GO:0005096|GO:0071889
A0A7M7R4U0	A0A7M7R4U0	A0A7M7R4U0	GO:0010507|GO:0034198|GO:0070513|GO:0097190
A0A7M7R4U2	A0A7M7R4U2	A0A7M7R4U2	GO:0000030|GO:0005637
A0A7M7R4U5	A0A7M7R4U5	A0A7M7R4U5	GO:0048188
A0A7M7R4V6	A0A7M7R4V6	A0A7M7R4V6	GO:0005068|GO:0005104|GO:0005829
A0A7M7R4V9	A0A7M7R4V9	A0A7M7R4V9	GO:0001664|GO:0002031|GO:0005737|GO:0007165
A0A7M7R4W1	A0A7M7R4W1	A0A7M7R4W1	GO:0031415
A0A7M7R4X1	A0A7M7R4X1	A0A7M7R4X1	GO:0016020
A0A7M7R4Y1	A0A7M7R4Y1	A0A7M7R4Y1	GO:0004252|GO:0006508
A0A7M7R4Y3	A0A7M7R4Y3	A0A7M7R4Y3	GO:0000340|GO:0003743|GO:0006417|GO:0016281
A0A7M7R4Y7	A0A7M7R4Y7	A0A7M7R4Y7	GO:0000785|GO:0003723|GO:0005654|GO:0010468
A0A7M7R4Z0	A0A7M7R4Z0	A0A7M7R4Z0	GO:0007411|GO:0008270|GO:0043005
A0A7M7R4Z1	A0A7M7R4Z1	A0A7M7R4Z1	GO:0005789|GO:0009966
A0A7M7R4Z2	A0A7M7R4Z2	A0A7M7R4Z2	GO:0016514|GO:0045893
A0A7M7R4Z3	A0A7M7R4Z3	A0A7M7R4Z3	GO:0005634|GO:0005737
A0A7M7R4Z9	A0A7M7R4Z9	A0A7M7R4Z9	GO:0046961
A0A7M7R506	A0A7M7R506	A0A7M7R506	GO:0016614|GO:0050660
A0A7M7R507	A0A7M7R507	A0A7M7R507	GO:0005794|GO:0006888|GO:0007030|GO:0031267
A0A7M7R512	A0A7M7R512	A0A7M7R512	GO:0000302|GO:0005737|GO:0006629
A0A7M7R515	A0A7M7R515	A0A7M7R515	GO:0016747
A0A7M7R516	A0A7M7R516	A0A7M7R516	GO:0005737|GO:0008270|GO:0031624|GO:0043161|GO:0061630
A0A7M7R517	A0A7M7R517	A0A7M7R517	GO:0005085|GO:0007264
A0A7M7R524	A0A7M7R524	A0A7M7R524	GO:0008270
A0A7M7R532	A0A7M7R532	A0A7M7R532	GO:0008202|GO:0016491
A0A7M7R544	A0A7M7R544	A0A7M7R544	GO:0000932|GO:0005829|GO:0022008
A0A7M7R546	A0A7M7R546	A0A7M7R546	GO:0003008|GO:0005096|GO:0005509
A0A7M7R552	A0A7M7R552	A0A7M7R552	GO:0005783|GO:0008201|GO:0048019|GO:0048259|GO:0050750
A0A7M7R554	A0A7M7R554	A0A7M7R554	GO:0005737
A0A7M7R555	A0A7M7R555	A0A7M7R555	GO:0012505|GO:0043813|GO:0046856
A0A7M7R556	A0A7M7R556	A0A7M7R556	GO:0005525|GO:0005874|GO:0007017
A0A7M7R558	A0A7M7R558	A0A7M7R558	GO:0000381|GO:0003729|GO:0005634
A0A7M7R564	A0A7M7R564	A0A7M7R564	GO:0016747
A0A7M7R565	A0A7M7R565	A0A7M7R565	GO:0030054
A0A7M7R570	A0A7M7R570	A0A7M7R570	GO:0003779|GO:0005524|GO:0005856
A0A7M7R572	A0A7M7R572	A0A7M7R572	GO:0003676|GO:0005737|GO:0008270|GO:0030687|GO:0042273
A0A7M7R578	A0A7M7R578	A0A7M7R578	GO:0006898|GO:0007032|GO:0010008|GO:2000641
A0A7M7R581	A0A7M7R581	A0A7M7R581	GO:0030991|GO:0035721|GO:0061512|GO:0097730|GO:1905515
A0A7M7R582	A0A7M7R582	A0A7M7R582	GO:0006511|GO:0016301
A0A7M7R590	A0A7M7R590	A0A7M7R590	GO:0008270|GO:0016787
A0A7M7R5A3	A0A7M7R5A3	A0A7M7R5A3	GO:0000813|GO:0008333|GO:0015031|GO:0043130
A0A7M7R5B1	A0A7M7R5B1	A0A7M7R5B1	GO:0004077|GO:0005737
A0A7M7R5B2	A0A7M7R5B2	A0A7M7R5B2	GO:0051301
A0A7M7R5B5	A0A7M7R5B5	A0A7M7R5B5	GO:0004459|GO:0006089
A0A7M7R5C0	A0A7M7R5C0	A0A7M7R5C0	GO:0004842|GO:0016567
A0A7M7R5C8	A0A7M7R5C8	A0A7M7R5C8	GO:0005085|GO:0005743|GO:0019843|GO:0070131
A0A7M7R5D9	A0A7M7R5D9	A0A7M7R5D9	GO:0005576|GO:0008061|GO:0016301
A0A7M7R5E4	A0A7M7R5E4	A0A7M7R5E4	GO:0005634|GO:0005737|GO:0008198|GO:0035513|GO:0035515|GO:0035516
A0A7M7R5F4	A0A7M7R5F4	A0A7M7R5F4	GO:0005886|GO:0015179
A0A7M7R5G3	A0A7M7R5G3	A0A7M7R5G3	GO:0004623|GO:0005509|GO:0005576|GO:0006644|GO:0016042|GO:0050482
A0A7M7R5G5	A0A7M7R5G5	A0A7M7R5G5	GO:0000151
A0A7M7R5H2	A0A7M7R5H2	A0A7M7R5H2	GO:0000145|GO:0000149|GO:0006887|GO:0051601
A0A7M7R5H7	A0A7M7R5H7	A0A7M7R5H7	GO:0004672|GO:0005096|GO:0005524|GO:0031267
A0A7M7R5H8	A0A7M7R5H8	A0A7M7R5H8	GO:0005509
A0A7M7R5H9	A0A7M7R5H9	A0A7M7R5H9	GO:0005759|GO:0006631|GO:0006974|GO:0051213
A0A7M7R5I6	A0A7M7R5I6	A0A7M7R5I6	GO:0000184|GO:0005697|GO:0042162|GO:0070034
A0A7M7R5I7	A0A7M7R5I7	A0A7M7R5I7	GO:0003341|GO:0008017|GO:0015630
A0A7M7R5J8	A0A7M7R5J8	A0A7M7R5J8	GO:0005886
A0A7M7R5J9	A0A7M7R5J9	A0A7M7R5J9	GO:0005085|GO:0016020|GO:0031267
A0A7M7R5K1	A0A7M7R5K1	A0A7M7R5K1	GO:0005737|GO:0030833|GO:0031267
A0A7M7R5K7	A0A7M7R5K7	A0A7M7R5K7	GO:0016020|GO:1902936
A0A7M7R5L4	A0A7M7R5L4	A0A7M7R5L4	GO:0007160|GO:0016020
A0A7M7R5L8	A0A7M7R5L8	A0A7M7R5L8	GO:0000977|GO:0005634|GO:0005737|GO:0006357
A0A7M7R5L9	A0A7M7R5L9	A0A7M7R5L9	GO:0015937|GO:0016874
A0A7M7R5M1	A0A7M7R5M1	A0A7M7R5M1	GO:0016020
A0A7M7R5M9	A0A7M7R5M9	A0A7M7R5M9	GO:0003723|GO:0005730|GO:0006396
A0A7M7R5N0	A0A7M7R5N0	A0A7M7R5N0	GO:0004622|GO:0005789|GO:0006660|GO:0047372|GO:0052651
A0A7M7R5N1	A0A7M7R5N1	A0A7M7R5N1	GO:0007399|GO:0008270|GO:0071565
A0A7M7R5P3	A0A7M7R5P3	A0A7M7R5P3	GO:0016020
A0A7M7R5Q0	A0A7M7R5Q0	A0A7M7R5Q0	GO:0005634|GO:0005856
A0A7M7R5S1	A0A7M7R5S1	A0A7M7R5S1	GO:0003677|GO:0005634|GO:0006355|GO:0046983
A0A7M7R5T1	A0A7M7R5T1	A0A7M7R5T1	GO:0005737|GO:0006412|GO:0017101
A0A7M7R5T4	A0A7M7R5T4	A0A7M7R5T4	GO:0005789
A0A7M7R5U1	A0A7M7R5U1	A0A7M7R5U1	GO:0016020
A0A7M7R5U4	A0A7M7R5U4	A0A7M7R5U4	GO:0005640
A0A7M7R5U5	A0A7M7R5U5	A0A7M7R5U5	GO:0003676
A0A7M7R5W6	A0A7M7R5W6	A0A7M7R5W6	GO:0000774|GO:0005783
A0A7M7R5W9	A0A7M7R5W9	A0A7M7R5W9	GO:0016020|GO:0046933
A0A7M7R5X1	A0A7M7R5X1	A0A7M7R5X1	GO:0005096|GO:0005643|GO:0005737|GO:0006913
A0A7M7R5X9	A0A7M7R5X9	A0A7M7R5X9	GO:0005886|GO:0008381
A0A7M7R5Y1	A0A7M7R5Y1	A0A7M7R5Y1	GO:0005634|GO:0051726
A0A7M7R5Y3	A0A7M7R5Y3	A0A7M7R5Y3	GO:0000398|GO:0061632|GO:0071014
A0A7M7R5Z3	A0A7M7R5Z3	A0A7M7R5Z3	GO:0005770|GO:0006914|GO:0008270
A0A7M7R5Z5	A0A7M7R5Z5	A0A7M7R5Z5	GO:0005739|GO:0015035|GO:0045454
A0A7M7R602	A0A7M7R602	A0A7M7R602	GO:0005576|GO:0008061
A0A7M7R620	A0A7M7R620	A0A7M7R620	GO:0005634|GO:0033260
A0A7M7R623	A0A7M7R623	A0A7M7R623	GO:0000398|GO:0017070|GO:0030621|GO:0046540
A0A7M7R627	A0A7M7R627	A0A7M7R627	GO:0005524|GO:0005886|GO:0016887|GO:0140359
A0A7M7R635	A0A7M7R635	A0A7M7R635	GO:0003677|GO:0005634|GO:0008270
A0A7M7R638	A0A7M7R638	A0A7M7R638	GO:0008270|GO:0016491
A0A7M7R642	A0A7M7R642	A0A7M7R642	GO:0005886|GO:0006814|GO:0015293
A0A7M7R650	A0A7M7R650	A0A7M7R650	GO:0005929
A0A7M7R653	A0A7M7R653	A0A7M7R653	GO:0005615
A0A7M7R658	A0A7M7R658	A0A7M7R658	GO:0005794|GO:0035269
A0A7M7R659	A0A7M7R659	A0A7M7R659	GO:0006508|GO:0008234
A0A7M7R660	A0A7M7R660	A0A7M7R660	GO:0000978|GO:0001228|GO:0005634|GO:0042063
A0A7M7R665	A0A7M7R665	A0A7M7R665	GO:0005886|GO:0007165|GO:0038023
A0A7M7R666	A0A7M7R666	A0A7M7R666	GO:0005739|GO:0007005|GO:0016020
A0A7M7R668	A0A7M7R668	A0A7M7R668	GO:0042995|GO:0048678
A0A7M7R669	A0A7M7R669	A0A7M7R669	GO:0016020
A0A7M7R671	A0A7M7R671	A0A7M7R671	GO:0005925|GO:0046872
A0A7M7R673	A0A7M7R673	A0A7M7R673	GO:0005829|GO:0047134
A0A7M7R674	A0A7M7R674	A0A7M7R674	GO:0003676
A0A7M7R680	A0A7M7R680	A0A7M7R680	GO:0003723
A0A7M7R682	A0A7M7R682	A0A7M7R682	GO:0005739
A0A7M7R688	A0A7M7R688	A0A7M7R688	GO:0003723|GO:0005737
A0A7M7R692	A0A7M7R692	A0A7M7R692	GO:0005634|GO:0006364|GO:0030688
A0A7M7R695	A0A7M7R695	A0A7M7R695	GO:0036038|GO:0060271
A0A7M7R697	A0A7M7R697	A0A7M7R697	GO:0004672|GO:0005524
A0A7M7R6A8	A0A7M7R6A8	A0A7M7R6A8	GO:0002244
A0A7M7R6B9	A0A7M7R6B9	A0A7M7R6B9	GO:0000166
A0A7M7R6C1	A0A7M7R6C1	A0A7M7R6C1	GO:0006820|GO:0015293|GO:0016020
A0A7M7R6C3	A0A7M7R6C3	A0A7M7R6C3	GO:0016020|GO:1902936
A0A7M7R6C6	A0A7M7R6C6	A0A7M7R6C6	GO:0005634
A0A7M7R6C9	A0A7M7R6C9	A0A7M7R6C9	GO:0005615
